"year","orig_dest","orig","dest","contig","dist","gdp_o","gdp_d","pop_o","pop_d","gdpcap_o","gdpcap_d","comlang_off","comlang_ethno","comcol","comrelig"
1960,"VNM_MYS","VNM","MYS",0,1083,NA,3145478.144,34743,9807.375,NA,0.727,0,0,0,0.006
1961,"VNM_MYS","VNM","MYS",0,1083,NA,3187027.712,35428.001,10131.769,NA,0.736,0,0,0,0.006
1962,"VNM_MYS","VNM","MYS",0,1083,NA,3369690.688,36123.001,10460.878,NA,0.764,0,0,0,0.006
1963,"VNM_MYS","VNM","MYS",0,1083,NA,3625690.88,36835.999,10794.247,NA,0.812,0,0,0,0.006
1964,"VNM_MYS","VNM","MYS",0,1083,NA,3793480.064,37574.001,11129.042,NA,0.798,0,0,0,0.006
1965,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,38341,NA,NA,NA,NA,NA,NA,NA
1966,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,39141.998,NA,NA,NA,NA,NA,NA,NA
1967,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,39980,NA,NA,NA,NA,NA,NA,NA
1968,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,40855.999,NA,NA,NA,NA,NA,NA,NA
1969,"VNM_MYS","VNM","MYS",NA,NA,2234400,NA,41772.999,NA,0.053,NA,NA,NA,NA,NA
1970,"VNM_MYS","VNM","MYS",NA,NA,2504899.84,NA,42729,NA,0.059,NA,NA,NA,NA,NA
1971,"VNM_MYS","VNM","MYS",NA,NA,2702700.032,NA,43724.998,NA,0.062,NA,NA,NA,NA,NA
1972,"VNM_MYS","VNM","MYS",NA,NA,2805899.776,NA,44757.999,NA,0.063,NA,NA,NA,NA,NA
1973,"VNM_MYS","VNM","MYS",NA,NA,1290800,NA,45825.001,NA,0.028,NA,NA,NA,NA,NA
1974,"VNM_MYS","VNM","MYS",NA,NA,1281800.064,NA,46917.999,NA,0.027,NA,NA,NA,NA,NA
1975,"VNM_MYS","VNM","MYS",NA,NA,1281500.032,NA,48029.999,NA,0.027,NA,NA,NA,NA,NA
1976,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,25348.145,NA,NA,NA,NA,NA,NA,NA
1951,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,25793.575,NA,NA,NA,NA,NA,NA,NA
1952,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,26246.84,NA,NA,NA,NA,NA,NA,NA
1953,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,26724.094,NA,NA,NA,NA,NA,NA,NA
1954,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,27210.028,NA,NA,NA,NA,NA,NA,NA
1955,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,27738.062,NA,NA,NA,NA,NA,NA,NA
1956,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,28327.288,NA,NA,NA,NA,NA,NA,NA
1957,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,28998.543,NA,NA,NA,NA,NA,NA,NA
1958,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,29775.192,NA,NA,NA,NA,NA,NA,NA
1959,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,30682.903,NA,NA,NA,NA,NA,NA,NA
1960,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,34743,NA,NA,NA,NA,NA,NA,NA
1961,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,35428.001,NA,NA,NA,NA,NA,NA,NA
1962,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,36123.001,NA,NA,NA,NA,NA,NA,NA
1963,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,36835.999,NA,NA,NA,NA,NA,NA,NA
1964,"VNM_MYS","VNM","MYS",NA,NA,NA,NA,37574.001,NA,NA,NA,NA,NA,NA,NA
1965,"VNM_MYS","VNM","MYS",0,1007,NA,4162038.016,38341,11456.684,NA,0.849,0,0,0,0.006
1966,"VNM_MYS","VNM","MYS",0,1007,NA,3392767.744,39141.998,9844.116,NA,0.345,0,0,0,0.006
1967,"VNM_MYS","VNM","MYS",0,1007,NA,3515851.008,39980,10111.92,NA,0.348,0,0,0,0.006
1968,"VNM_MYS","VNM","MYS",0,1007,NA,3667209.728,40855.999,10375.877,NA,0.353,0,0,0,0.006
1969,"VNM_MYS","VNM","MYS",0,1007,2234400,4050763.008,41772.999,10640.347,0.053,0.381,0,0,0,0.006
1970,"VNM_MYS","VNM","MYS",0,1004,2504899.84,4276665.344,42729,10908.634,0.059,0.392,0,0,0,0.006
1971,"VNM_MYS","VNM","MYS",0,1004,2702700.032,4514334.72,43724.998,11182.078,0.062,0.404,0,0,0,0.006
1972,"VNM_MYS","VNM","MYS",0,1004,2805899.776,5364358.144,44757.999,11460.08,0.063,0.468,0,0,0,0.006
1973,"VNM_MYS","VNM","MYS",0,1004,1290800,8150688.768,45825.001,11741.849,0.028,0.694,0,0,0,0.006
1974,"VNM_MYS","VNM","MYS",0,1004,1281800.064,10100864,46917.999,12025.93,0.027,0.84,0,0,0,0.006
1975,"VNM_MYS","VNM","MYS",0,1005,1281500.032,9890359.296,48029.999,12311.782,0.027,0.803,0,0,0,0.006
1976,"VNM_MYS","VNM","MYS",NA,NA,NA,11753574.4,NA,12599.655,NA,0.933,NA,NA,NA,NA
1977,"VNM_MYS","VNM","MYS",NA,NA,NA,13975278.592,NA,12891.715,NA,1.084,NA,NA,NA,NA
1978,"VNM_MYS","VNM","MYS",NA,NA,NA,16658322.432,NA,13191.699,NA,1.263,NA,NA,NA,NA
1979,"VNM_MYS","VNM","MYS",NA,NA,NA,21602646.016,NA,13504.433,NA,1.6,NA,NA,NA,NA
1980,"VNM_MYS","VNM","MYS",NA,NA,NA,24937046.016,NA,13833.739,NA,1.803,NA,NA,NA,NA
1981,"VNM_MYS","VNM","MYS",NA,NA,NA,25463037.952,NA,14180.093,NA,1.796,NA,NA,NA,NA
1982,"VNM_MYS","VNM","MYS",NA,NA,NA,27287162.88,NA,14543.585,NA,1.876,NA,NA,NA,NA
1983,"VNM_MYS","VNM","MYS",NA,NA,NA,30682562.56,NA,14926.976,NA,2.056,NA,NA,NA,NA
1984,"VNM_MYS","VNM","MYS",NA,NA,NA,34565849.088,NA,15333.369,NA,2.254,NA,NA,NA,NA
1985,"VNM_MYS","VNM","MYS",NA,NA,NA,31772243.968,NA,15764.34,NA,2.015,NA,NA,NA,NA
1986,"VNM_MYS","VNM","MYS",NA,NA,NA,28243103.744,NA,16221.767,NA,1.741,NA,NA,NA,NA
1987,"VNM_MYS","VNM","MYS",NA,NA,NA,32181696.512,NA,16703.501,NA,1.927,NA,NA,NA,NA
1988,"VNM_MYS","VNM","MYS",NA,NA,NA,35271880.704,NA,17202.032,NA,2.05,NA,NA,NA,NA
1989,"VNM_MYS","VNM","MYS",NA,NA,NA,38848565.248,NA,17707.064,NA,2.194,NA,NA,NA,NA
1990,"VNM_MYS","VNM","MYS",NA,NA,NA,44023808,NA,18211.098,NA,2.417,NA,NA,NA,NA
1991,"VNM_MYS","VNM","MYS",NA,NA,NA,49133850.624,NA,18709.963,NA,2.626,NA,NA,NA,NA
1992,"VNM_MYS","VNM","MYS",NA,NA,NA,59151683.584,NA,19205.112,NA,3.08,NA,NA,NA,NA
1993,"VNM_MYS","VNM","MYS",NA,NA,NA,66894446.592,NA,19701.41,NA,3.395,NA,NA,NA,NA
1994,"VNM_MYS","VNM","MYS",NA,NA,NA,74481197.056,NA,20206.547,NA,3.686,NA,NA,NA,NA
1995,"VNM_MYS","VNM","MYS",NA,NA,NA,88832450.56,NA,20725.374,NA,4.286,NA,NA,NA,NA
1996,"VNM_MYS","VNM","MYS",NA,NA,NA,100851392.512,NA,21259.83,NA,4.744,NA,NA,NA,NA
1997,"VNM_MYS","VNM","MYS",NA,NA,NA,100168843.264,NA,21805.836,NA,4.594,NA,NA,NA,NA
1998,"VNM_MYS","VNM","MYS",NA,NA,NA,72175566.848,NA,22355.057,NA,3.229,NA,NA,NA,NA
1999,"VNM_MYS","VNM","MYS",NA,NA,NA,79148154.88,NA,22896.048,NA,3.457,NA,NA,NA,NA
2000,"VNM_MYS","VNM","MYS",NA,NA,NA,93789470.72,NA,23420.752,NA,4.005,NA,NA,NA,NA
2001,"VNM_MYS","VNM","MYS",NA,NA,NA,92783943.68,NA,23925.741,NA,3.878,NA,NA,NA,NA
2002,"VNM_MYS","VNM","MYS",NA,NA,NA,100845527.04,NA,24413.795,NA,4.131,NA,NA,NA,NA
2003,"VNM_MYS","VNM","MYS",NA,NA,NA,110202372.096,NA,24890.654,NA,4.427,NA,NA,NA,NA
2004,"VNM_MYS","VNM","MYS",NA,NA,NA,124749733.888,NA,25365.089,NA,4.918,NA,NA,NA,NA
2005,"VNM_MYS","VNM","MYS",NA,NA,NA,143533146.112,NA,25843.466,NA,5.554,NA,NA,NA,NA
2006,"VNM_MYS","VNM","MYS",NA,NA,NA,162691923.968,NA,26327.099,NA,6.18,NA,NA,NA,NA
2007,"VNM_MYS","VNM","MYS",NA,NA,NA,193552515.072,NA,26813.82,NA,7.218,NA,NA,NA,NA
2008,"VNM_MYS","VNM","MYS",NA,NA,NA,230988513.28,NA,27302.347,NA,8.46,NA,NA,NA,NA
2009,"VNM_MYS","VNM","MYS",NA,NA,NA,202251386.88,NA,27790.323,NA,7.278,NA,NA,NA,NA
2010,"VNM_MYS","VNM","MYS",NA,NA,NA,247533518.848,NA,28275.835,NA,8.754,NA,NA,NA,NA
2011,"VNM_MYS","VNM","MYS",NA,NA,NA,289548369.92,NA,28758.968,NA,10.068,NA,NA,NA,NA
2012,"VNM_MYS","VNM","MYS",NA,NA,NA,305263804.416,NA,29239.927,NA,10.44,NA,NA,NA,NA
2013,"VNM_MYS","VNM","MYS",NA,NA,NA,313159090.176,NA,29716.965,NA,10.538,NA,NA,NA,NA
2014,"VNM_MYS","VNM","MYS",NA,NA,NA,338068996.096,NA,30228.018,NA,11.184,NA,NA,NA,NA
2015,"VNM_MYS","VNM","MYS",NA,NA,NA,296283176.96,NA,30723.154,NA,9.644,NA,NA,NA,NA
2016,"VNM_MYS","VNM","MYS",NA,NA,NA,296359133.184,NA,31187.265,NA,9.503,NA,NA,NA,NA
2017,"VNM_MYS","VNM","MYS",NA,NA,NA,319112136.545,NA,31104.654,NA,10.259,NA,NA,NA,NA
2018,"VNM_MYS","VNM","MYS",NA,NA,NA,358791513.221,NA,31528.032,NA,11.38,NA,NA,NA,NA
2019,"VNM_MYS","VNM","MYS",NA,NA,NA,365276379.481,NA,31949.789,NA,11.433,NA,NA,NA,NA
2020,"VNM_MYS","VNM","MYS",NA,NA,NA,337006023.79,NA,32365.997,NA,10.412,NA,NA,NA,NA
2021,"VNM_MYS","VNM","MYS",NA,NA,NA,372701358.82,NA,32776.196,NA,11.371,NA,NA,NA,NA
1948,"VNM_PHL","VNM","PHL",0,1671,NA,NA,NA,19917.999,NA,NA,0,0,0,0.033
1949,"VNM_PHL","VNM","PHL",0,1671,NA,3228000,NA,20516.001,NA,0.157,0,0,0,0.033
1950,"VNM_PHL","VNM","PHL",0,1671,NA,3440999.936,25348.145,21131.264,NA,0.163,0,0,0,0.033
1951,"VNM_PHL","VNM","PHL",0,1671,NA,3816999.936,25793.575,21775.167,NA,0.175,0,0,0,0.033
1952,"VNM_PHL","VNM","PHL",0,1671,NA,4015000.064,26246.84,22438.692,NA,0.179,0,0,0,0.033
1953,"VNM_PHL","VNM","PHL",0,1671,NA,4212999.936,26724.094,23122.431,NA,0.182,0,0,0,0.033
1954,"VNM_PHL","VNM","PHL",0,1671,NA,4370999.808,27210.028,23827.009,NA,0.183,0,0,0,0.033
1955,"VNM_PHL","VNM","PHL",0,1671,NA,4653000.192,27738.062,24553.055,NA,0.19,0,0,0,0.033
1956,"VNM_PHL","VNM","PHL",0,1671,NA,5094000.128,28327.288,25301.226,NA,0.201,0,0,0,0.033
1957,"VNM_PHL","VNM","PHL",0,1671,NA,5559000.064,28998.543,26072.193,NA,0.213,0,0,0,0.033
1958,"VNM_PHL","VNM","PHL",0,1671,NA,5890999.808,29775.192,26866.653,NA,0.219,0,0,0,0.033
1959,"VNM_PHL","VNM","PHL",0,1671,NA,6406000.128,30682.903,27685.324,NA,0.231,0,0,0,0.033
1960,"VNM_PHL","VNM","PHL",0,1670,NA,6684685.312,34743,26271.73,NA,0.254,0,0,0,0.033
1961,"VNM_PHL","VNM","PHL",0,1670,NA,7257047.552,35428.001,27163.317,NA,0.267,0,0,0,0.033
1962,"VNM_PHL","VNM","PHL",0,1670,NA,4399815.168,36123.001,28079.99,NA,0.157,0,0,0,0.033
1963,"VNM_PHL","VNM","PHL",0,1670,NA,4875248.128,36835.999,29015.642,NA,0.168,0,0,0,0.033
1964,"VNM_PHL","VNM","PHL",0,1670,NA,5271360.512,37574.001,29961.903,NA,0.176,0,0,0,0.033
1965,"VNM_PHL","VNM","PHL",0,1668,NA,5784398.848,38341,30913.136,NA,0.187,0,0,0,0.033
1966,"VNM_PHL","VNM","PHL",0,1668,NA,6371486.72,39141.998,31866.972,NA,0.2,0,0,0,0.033
1967,"VNM_PHL","VNM","PHL",0,1668,NA,6809047.552,39980,32826.237,NA,0.207,0,0,0,0.033
1968,"VNM_PHL","VNM","PHL",0,1668,NA,7591602.688,40855.999,33796.909,NA,0.225,0,0,0,0.033
1969,"VNM_PHL","VNM","PHL",0,1668,2234400,8408265.216,41772.999,34787.693,0.053,0.242,0,0,0,0.033
1970,"VNM_PHL","VNM","PHL",0,1666,2504899.84,6687223.808,42729,35805.061,0.059,0.187,0,0,0,0.033
1971,"VNM_PHL","VNM","PHL",0,1666,2702700.032,7408295.936,43724.998,36851.589,0.062,0.201,0,0,0,0.033
1972,"VNM_PHL","VNM","PHL",0,1666,2805899.776,8017418.24,44757.999,37926.125,0.063,0.211,0,0,0,0.033
1973,"VNM_PHL","VNM","PHL",0,1666,1290800,10082910.208,45825.001,39026.974,0.028,0.258,0,0,0,0.033
1974,"VNM_PHL","VNM","PHL",0,1666,1281800.064,13781190.656,46917.999,40150.997,0.027,0.343,0,0,0,0.033
1975,"VNM_PHL","VNM","PHL",0,1656,1281500.032,14893969.408,48029.999,41296.295,0.027,0.361,0,0,0,0.033
1976,"VNM_PHL","VNM","PHL",NA,NA,NA,17097658.368,NA,42462.46,NA,0.403,NA,NA,NA,NA
1977,"VNM_PHL","VNM","PHL",NA,NA,NA,19648040.96,NA,43651.688,NA,0.45,NA,NA,NA,NA
1978,"VNM_PHL","VNM","PHL",NA,NA,NA,22706284.544,NA,44867.695,NA,0.506,NA,NA,NA,NA
1979,"VNM_PHL","VNM","PHL",NA,NA,NA,27502354.432,NA,46115.444,NA,0.596,NA,NA,NA,NA
1980,"VNM_PHL","VNM","PHL",NA,NA,NA,32450398.208,NA,47398.434,NA,0.685,NA,NA,NA,NA
1981,"VNM_PHL","VNM","PHL",NA,NA,NA,35646640.128,NA,48716.423,NA,0.732,NA,NA,NA,NA
1982,"VNM_PHL","VNM","PHL",NA,NA,NA,37140164.608,NA,50067.905,NA,0.742,NA,NA,NA,NA
1983,"VNM_PHL","VNM","PHL",NA,NA,NA,33212131.328,NA,51453.251,NA,0.645,NA,NA,NA,NA
1984,"VNM_PHL","VNM","PHL",NA,NA,NA,31408478.208,NA,52872.612,NA,0.594,NA,NA,NA,NA
1985,"VNM_PHL","VNM","PHL",NA,NA,NA,30734266.368,NA,54324.951,NA,0.566,NA,NA,NA,NA
1986,"VNM_PHL","VNM","PHL",NA,NA,NA,29868363.776,NA,55811.615,NA,0.535,NA,NA,NA,NA
1987,"VNM_PHL","VNM","PHL",NA,NA,NA,33195974.656,NA,57329.414,NA,0.579,NA,NA,NA,NA
1988,"VNM_PHL","VNM","PHL",NA,NA,NA,37885485.056,NA,58867.229,NA,0.644,NA,NA,NA,NA
1989,"VNM_PHL","VNM","PHL",NA,NA,NA,42575216.64,NA,60410.439,NA,0.705,NA,NA,NA,NA
1990,"VNM_PHL","VNM","PHL",NA,NA,NA,44311597.056,NA,61948.689,NA,0.715,NA,NA,NA,NA
1991,"VNM_PHL","VNM","PHL",NA,NA,NA,45417504.768,NA,63476.448,NA,0.716,NA,NA,NA,NA
1992,"VNM_PHL","VNM","PHL",NA,NA,NA,52976361.472,NA,64996.506,NA,0.815,NA,NA,NA,NA
1993,"VNM_PHL","VNM","PHL",NA,NA,NA,54368182.272,NA,66517.082,NA,0.817,NA,NA,NA,NA
1994,"VNM_PHL","VNM","PHL",NA,NA,NA,64084541.44,NA,68050.804,NA,0.942,NA,NA,NA,NA
1995,"VNM_PHL","VNM","PHL",NA,NA,NA,74119864.32,NA,69606.537,NA,1.065,NA,NA,NA,NA
1996,"VNM_PHL","VNM","PHL",NA,NA,NA,82848194.56,NA,71184.715,NA,1.164,NA,NA,NA,NA
1997,"VNM_PHL","VNM","PHL",NA,NA,NA,82344378.368,NA,72780.93,NA,1.131,NA,NA,NA,NA
1998,"VNM_PHL","VNM","PHL",NA,NA,NA,72207024.128,NA,74393.15,NA,0.971,NA,NA,NA,NA
1999,"VNM_PHL","VNM","PHL",NA,NA,NA,82995142.656,NA,76018.005,NA,1.092,NA,NA,NA,NA
2000,"VNM_PHL","VNM","PHL",NA,NA,NA,81026293.76,NA,77651.848,NA,1.043,NA,NA,NA,NA
2001,"VNM_PHL","VNM","PHL",NA,NA,NA,76261998.592,NA,79297.752,NA,0.962,NA,NA,NA,NA
2002,"VNM_PHL","VNM","PHL",NA,NA,NA,81357660.16,NA,80953.651,NA,1.005,NA,NA,NA,NA
2003,"VNM_PHL","VNM","PHL",NA,NA,NA,83908206.592,NA,82604.683,NA,1.016,NA,NA,NA,NA
2004,"VNM_PHL","VNM","PHL",NA,NA,NA,91371233.28,NA,84231.331,NA,1.085,NA,NA,NA,NA
2005,"VNM_PHL","VNM","PHL",NA,NA,NA,103065968.64,NA,85821.213,NA,1.201,NA,NA,NA,NA
2006,"VNM_PHL","VNM","PHL",NA,NA,NA,122210721.792,NA,87366.57,NA,1.399,NA,NA,NA,NA
2007,"VNM_PHL","VNM","PHL",NA,NA,NA,149359919.104,NA,88875.549,NA,1.681,NA,NA,NA,NA
2008,"VNM_PHL","VNM","PHL",NA,NA,NA,173602537.472,NA,90371.284,NA,1.921,NA,NA,NA,NA
2009,"VNM_PHL","VNM","PHL",NA,NA,NA,168333541.376,NA,91886.398,NA,1.832,NA,NA,NA,NA
2010,"VNM_PHL","VNM","PHL",NA,NA,NA,199589445.632,NA,93444.321,NA,2.136,NA,NA,NA,NA
2011,"VNM_PHL","VNM","PHL",NA,NA,NA,224142868.48,NA,95053.436,NA,2.358,NA,NA,NA,NA
2012,"VNM_PHL","VNM","PHL",NA,NA,NA,250240024.576,NA,96706.764,NA,2.588,NA,NA,NA,NA
2013,"VNM_PHL","VNM","PHL",NA,NA,NA,272066560,NA,98393.578,NA,2.765,NA,NA,NA,NA
2014,"VNM_PHL","VNM","PHL",NA,NA,NA,284584509.44,NA,100102.249,NA,2.843,NA,NA,NA,NA
2015,"VNM_PHL","VNM","PHL",NA,NA,NA,292774084.608,NA,101716.362,NA,2.878,NA,NA,NA,NA
2016,"VNM_PHL","VNM","PHL",NA,NA,NA,304905420.8,NA,103320.221,NA,2.951,NA,NA,NA,NA
2017,"VNM_PHL","VNM","PHL",NA,NA,NA,328480867.143,NA,105172.92,NA,3.123,NA,NA,NA,NA
2018,"VNM_PHL","VNM","PHL",NA,NA,NA,346842094.175,NA,106651.398,NA,3.252,NA,NA,NA,NA
2019,"VNM_PHL","VNM","PHL",NA,NA,NA,376823278.561,NA,108116.623,NA,3.485,NA,NA,NA,NA
2020,"VNM_PHL","VNM","PHL",NA,NA,NA,361751116.293,NA,109581.085,NA,3.301,NA,NA,NA,NA
2021,"VNM_PHL","VNM","PHL",NA,NA,NA,394086419.343,NA,111046.913,NA,3.549,NA,NA,NA,NA
1948,"VNM_THA","VNM","THA",0,765,NA,NA,NA,18569,NA,NA,0,0,0,0.001
1949,"VNM_THA","VNM","THA",0,765,NA,898000,NA,19000,NA,0.047,0,0,0,0.001
1950,"VNM_THA","VNM","THA",0,765,NA,1012000,25348.145,20041.63,NA,0.05,0,0,0,0.001
1951,"VNM_THA","VNM","THA",0,765,NA,1262000,25793.575,20653.334,NA,0.061,0,0,0,0.001
1952,"VNM_THA","VNM","THA",0,765,NA,1660000,26246.84,21289.402,NA,0.078,0,0,0,0.001
1953,"VNM_THA","VNM","THA",0,765,NA,1903000.064,26724.094,21964.159,NA,0.087,0,0,0,0.001
1954,"VNM_THA","VNM","THA",0,765,NA,1686000,27210.028,22684.975,NA,0.074,0,0,0,0.001
1955,"VNM_THA","VNM","THA",0,763,NA,1852999.936,27738.062,23451.317,NA,0.079,0,0,0,0.001
1956,"VNM_THA","VNM","THA",0,763,NA,2048999.936,28327.288,24244.474,NA,0.085,0,0,0,0.001
1957,"VNM_THA","VNM","THA",0,763,NA,2103000.064,28998.543,25041.918,NA,0.084,0,0,0,0.001
1958,"VNM_THA","VNM","THA",0,763,NA,2152999.936,29775.192,25845.444,NA,0.083,0,0,0,0.001
1959,"VNM_THA","VNM","THA",0,763,NA,2248000,30682.903,26667.242,NA,0.084,0,0,0,0.001
1960,"VNM_THA","VNM","THA",0,762,NA,2760750.848,34743,27362.31,NA,0.101,0,0,0,0.001
1961,"VNM_THA","VNM","THA",0,762,NA,3034037.76,35428.001,28195.265,NA,0.108,0,0,0,0.001
1962,"VNM_THA","VNM","THA",0,762,NA,3308912.896,36123.001,29058.659,NA,0.114,0,0,0,0.001
1963,"VNM_THA","VNM","THA",0,762,NA,3540403.456,36835.999,29951.191,NA,0.118,0,0,0,0.001
1964,"VNM_THA","VNM","THA",0,762,NA,3889130.496,37574.001,30870.998,NA,0.126,0,0,0,0.001
1965,"VNM_THA","VNM","THA",0,762,NA,4388937.728,38341,31816.307,NA,0.138,0,0,0,0.001
1966,"VNM_THA","VNM","THA",0,762,NA,5279230.976,39141.998,32784.477,NA,0.161,0,0,0,0.001
1967,"VNM_THA","VNM","THA",0,762,NA,5638461.44,39980,33774.078,NA,0.167,0,0,0,0.001
1968,"VNM_THA","VNM","THA",0,762,NA,6081009.664,40855.999,34785.709,NA,0.175,0,0,0,0.001
1969,"VNM_THA","VNM","THA",0,762,2234400,6695336.448,41772.999,35820.705,0.053,0.187,0,0,0,0.001
